empreendimento,ano,mes,ano_mes,produto,id_produto,safra,uf,municipio,cod_ibge,unidade_comercializacao,vlr_custo_variavel_ha,vlr_custo_variavel_unidade,vlr_custo_fixo_ha,vlr_custo_fixo_unidade,vlr_renda_fator_ha,vlr_renda_fator_unidade
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,ALGODAO EM PLUMA                        ,11182,TODAS                                   ,BA,BARREIRAS-BA                                      ,2903201,15 kg   ,16434.21,137.54,1656.73,13.47,3151.68,25.62
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,ALGODAO EM PLUMA                        ,11182,TODAS                                   ,GO,CRISTALINA-GO                                     ,5206206,15 kg   ,10599.75,89.77,1024.44,8.13,907.76,7.2
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,ALGODAO EM PLUMA                        ,11182,TODAS                                   ,MS,CHAPADÃO DO SUL-MS                                ,5002951,15 kg   ,12511.89,104.27,2971.51,24.76,1394.15,11.62
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,ALGODAO EM PLUMA                        ,11182,TODAS                                   ,MT,CAMPO NOVO DO PARECIS-MT                          ,5102637,15 kg   ,14129.55,117.39,1203.94,9.79,1200.39,9.76
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,ALGODAO EM PLUMA                        ,11182,TODAS                                   ,MT,CAMPO VERDE-MT                                    ,5102678,15 kg   ,10603.52,99.09,1828.0,16.62,2401.17,21.83
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,ALGODAO EM PLUMA                        ,11182,TODAS                                   ,MT,SORRISO-MT                                        ,5107925,15 kg   ,12812.09,119.05,1294.63,11.77,1380.57,12.55
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,ARROZ                                   ,4685,TODAS                                   ,MT,SORRISO-MT                                        ,5107925,60 kg   ,4844.82,89.44,2385.21,44.03,2853.19,52.67
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,ARROZ                                   ,11159,TODAS                                   ,RS,CACHOEIRA DO SUL-RS                               ,4303004,50 kg   ,8180.81,54.54,4097.01,27.31,1304.71,8.7
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,ARROZ                                   ,11159,TODAS                                   ,RS,PELOTAS-RS                                        ,4314407,50 kg   ,8665.92,54.16,4051.9,25.32,583.74,3.65
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,ARROZ                                   ,11159,TODAS                                   ,RS,SANTO ANTÔNIO DA PATRULHA-RS                      ,4317608,50 kg   ,8797.81,58.65,4517.15,30.11,713.82,4.76
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,ARROZ                                   ,4685,TODAS                                   ,TO,LAGOA DA CONFUSÃO-TO                              ,1711902,60 kg   ,6899.98,69.0,2382.29,23.82,571.88,5.72
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,AVEIA                                   ,11184,TODAS                                   ,RS,PASSO FUNDO-RS                                    ,4314100,60 kg   ,2722.1,62.82,840.17,19.39,1752.48,40.44
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,CAFE                                    ,7498,TODAS                                   ,GO,CRISTALINA-GO                                     ,5206206,60 kg   ,24468.75,458.79,6305.66,118.23,3585.77,67.23
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,CAFE                                    ,7498,TODAS                                   ,MG,PATROCÍNIO-MG                                     ,3148103,60 kg   ,17340.59,619.31,4652.91,166.18,4005.2,143.04
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,CAFE                                    ,7498,TODAS                                   ,SP,FRANCA-SP                                         ,3516200,60 kg   ,19919.49,663.98,2358.21,78.61,4864.19,162.14
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,CANOLA                                  ,4723,TODAS                                   ,RS,IJUÍ-RS                                           ,4310207,60 kg   ,2876.38,110.63,704.81,27.11,1883.99,72.46
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,CANOLA                                  ,4723,TODAS                                   ,RS,SÃO LUIZ GONZAGA-RS                               ,4318903,60 kg   ,3540.85,118.03,928.97,30.97,741.39,24.71
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,FEIJAO COMUM CORES                      ,8778,TODAS                                   ,GO,CRISTALINA-GO                                     ,5206206,60 kg   ,5054.56,136.61,838.72,22.67,762.72,20.61
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,FEIJAO COMUM CORES                      ,8778,TODAS                                   ,MG,UNAÍ-MG                                           ,3170404,60 kg   ,7803.805,183.98,1218.165,28.795,770.23,18.38
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,FEIJAO COMUM CORES                      ,8778,TODAS                                   ,MT,SORRISO-MT                                        ,5107925,60 kg   ,8082.13,171.96,2700.04,57.45,2138.92,45.51
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,FEIJAO COMUM CORES                      ,8778,TODAS                                   ,PR,PONTA GROSSA-PR                                   ,4119905,60 kg   ,5155.11,134.48,1381.24,36.03,1963.7,51.23
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,FEIJAO COMUM CORES                      ,8778,TODAS                                   ,SP,TAQUARITUBA-SP                                    ,3553807,60 kg   ,8671.05,189.19,2521.91,55.02,3586.93,78.26
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,MILHO                                   ,4742,2ª SAFRA                                ,GO,CRISTALINA-GO                                     ,5206206,60 kg   ,2851.35,35.64,626.81,7.84,705.91,8.82
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,MILHO                                   ,4742,2ª SAFRA                                ,GO,RIO VERDE-GO                                      ,5218805,60 kg   ,4137.0,41.37,980.53,9.81,884.6,8.85
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,MILHO                                   ,4742,2ª SAFRA                                ,MA,BALSAS-MA                                         ,2101400,60 kg   ,2650.97,37.43,560.65,7.92,864.99,12.21
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,MILHO                                   ,4742,2ª SAFRA                                ,MG,UNAÍ-MG                                           ,3170404,60 kg   ,4472.68,44.73,761.3,7.61,597.08,5.97
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,MILHO                                   ,4742,2ª SAFRA                                ,MS,CHAPADÃO DO SUL-MS                                ,5002951,60 kg   ,3968.43,39.68,218.74,2.19,1148.95,11.49
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,MILHO                                   ,4742,2ª SAFRA                                ,MS,DOURADOS-MS                                       ,5003702,60 kg   ,3174.61,37.35,602.63,7.09,1895.86,22.3
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,MILHO                                   ,4742,2ª SAFRA                                ,MT,CAMPO NOVO DO PARECIS-MT                          ,5102637,60 kg   ,3375.82,33.76,1091.78,10.92,1245.19,12.45
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,MILHO                                   ,4742,2ª SAFRA                                ,MT,CAMPO VERDE-MT                                    ,5102678,60 kg   ,3822.41,38.22,1090.96,10.91,2327.98,23.28
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,MILHO                                   ,4742,2ª SAFRA                                ,MT,PRIMAVERA DO LESTE-MT                             ,5107040,60 kg   ,3448.79,34.49,549.8,5.5,1493.39,14.93
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,MILHO                                   ,4742,2ª SAFRA                                ,MT,SORRISO-MT                                        ,5107925,60 kg   ,3845.83,32.05,456.63,3.81,274.49,2.29
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,MILHO                                   ,4742,1ª SAFRA                                ,PI,URUÇUÍ-PI                                         ,2211209,60 kg   ,5649.33,40.35,994.92,7.11,824.66,5.89
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,MILHO                                   ,4742,2ª SAFRA                                ,PR,CAMPO MOURÃO-PR                                   ,4104303,60 kg   ,4566.6,42.15,919.38,8.49,2461.87,22.72
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,MILHO                                   ,4742,2ª SAFRA                                ,PR,LONDRINA-PR                                       ,4113700,60 kg   ,4254.3,44.78,1633.52,17.19,1490.99,15.69
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,MILHO                                   ,4742,1ª SAFRA                                ,PR,PONTA GROSSA-PR                                   ,4119905,60 kg   ,8462.64,42.31,1787.02,8.94,1561.9,7.81
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,MILHO                                   ,4742,2ª SAFRA                                ,PR,UBIRATÃ-PR                                        ,4128005,60 kg   ,5074.99,50.75,1169.48,11.69,2905.46,29.05
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,MILHO                                   ,4742,1ª SAFRA                                ,RS,PASSO FUNDO-RS                                    ,4314100,60 kg   ,8086.44,50.54,1443.54,9.02,1694.34,10.59
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,MILHO                                   ,4742,1ª SAFRA                                ,RS,SÃO LUIZ GONZAGA-RS                               ,4318903,60 kg   ,5563.09,41.88,1216.46,9.16,857.71,6.46
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,MILHO                                   ,4742,2ª SAFRA                                ,TO,PEDRO AFONSO-TO                                   ,1716505,60 kg   ,3981.77,49.77,389.75,4.87,499.22,6.24
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,SOJA                                    ,4744,TODAS                                   ,GO,CRISTALINA-GO                                     ,5206206,60 kg   ,3659.68,66.54,908.61,16.52,448.14,8.15
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,SOJA                                    ,4744,TODAS                                   ,GO,RIO VERDE-GO                                      ,5218805,60 kg   ,3795.38,58.39,967.79,14.89,865.95,13.32
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,SOJA                                    ,4744,TODAS                                   ,MA,BALSAS-MA                                         ,2101400,60 kg   ,3229.0,62.1,1323.94,25.46,946.11,18.19
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,SOJA                                    ,4744,TODAS                                   ,MG,UNAÍ-MG                                           ,3170404,60 kg   ,4224.06,76.8,1036.65,18.85,666.13,12.11
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,SOJA                                    ,4744,TODAS                                   ,MS,DOURADOS-MS                                       ,5003702,60 kg   ,4188.28,72.21,1124.6,19.39,1943.1,33.5
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,SOJA                                    ,4744,TODAS                                   ,MT,CAMPO NOVO DO PARECIS-MT                          ,5102637,60 kg   ,4126.22,71.14,1127.88,19.45,1146.25,19.76
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,SOJA                                    ,4744,TODAS                                   ,MT,PRIMAVERA DO LESTE-MT                             ,5107040,60 kg   ,4515.38,83.62,1081.22,20.02,906.42,16.79
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,SOJA                                    ,4744,TODAS                                   ,MT,SORRISO-MT                                        ,5107925,60 kg   ,4997.01,83.28,650.65,10.84,1194.82,19.91
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,SOJA                                    ,4744,TODAS                                   ,PI,URUÇUÍ-PI                                         ,2211209,60 kg   ,3379.92,61.45,1011.68,18.39,838.55,15.25
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,SOJA                                    ,4744,TODAS                                   ,PR,CAMPO MOURÃO-PR                                   ,4104303,60 kg   ,4423.19,69.84,1226.55,19.37,2158.72,34.08
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,SOJA                                    ,4744,TODAS                                   ,PR,PONTA GROSSA-PR                                   ,4119905,60 kg   ,4300.17,67.9,831.85,13.13,2334.84,36.87
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,SOJA                                    ,4744,TODAS                                   ,RS,CRUZ ALTA-RS                                      ,4306106,60 kg   ,4718.76,73.73,1386.48,21.66,890.99,13.92
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,SOJA                                    ,4744,TODAS                                   ,RS,SÃO GABRIEL-RS                                    ,4318309,60 kg   ,2777.08,61.71,902.59,20.06,271.06,6.02
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,SOJA                                    ,4744,TODAS                                   ,RS,SÃO LUIZ GONZAGA-RS                               ,4318903,60 kg   ,4470.51,77.08,1100.52,18.97,871.2,15.02
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,SOJA                                    ,4744,TODAS                                   ,TO,PEDRO AFONSO-TO                                   ,1716505,60 kg   ,4061.66,84.62,1091.53,22.74,439.03,9.15
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,SORGO GRANIFERO                         ,4745,TODAS                                   ,GO,RIO VERDE-GO                                      ,5218805,60 kg   ,2384.86,39.75,912.5,15.21,872.01,14.53
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,SORGO GRANIFERO                         ,4745,TODAS                                   ,TO,PEDRO AFONSO-TO                                   ,1716505,60 kg   ,1574.05,48.43,388.8,11.96,463.67,14.27
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,TRIGO                                   ,11238,TODAS                                   ,DF,BRASÍLIA-DF                                       ,5300108,60 kg   ,8963.35,74.69,2406.68,20.06,2458.24,20.49
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,TRIGO                                   ,11153,TODAS                                   ,MG,SÃO GOTARDO-MG                                    ,3162104,60 kg   ,6745.74,79.36,1512.7,17.8,5042.15,59.32
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,TRIGO                                   ,11153,TODAS                                   ,MS,LAGUNA CARAPÃ-MS                                  ,5005251,60 kg   ,2453.68,56.62,916.06,21.14,1245.82,28.75
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,TRIGO                                   ,11153,TODAS                                   ,PR,CASCAVEL-PR                                       ,4104808,60 kg   ,3719.76,63.77,1329.77,22.8,2541.13,43.56
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,TRIGO                                   ,11153,TODAS                                   ,PR,LONDRINA-PR                                       ,4113700,60 kg   ,3721.95,69.79,1415.75,26.55,1925.95,36.11
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,TRIGO                                   ,11153,TODAS                                   ,PR,PONTA GROSSA-PR                                   ,4119905,60 kg   ,4321.07,74.08,903.53,15.49,2429.91,41.66
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,TRIGO                                   ,11191,TODAS                                   ,PR,UBIRATÃ-PR                                        ,4128005,60 kg   ,3762.39,75.25,1898.32,37.97,3533.22,70.66
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,TRIGO                                   ,11153,TODAS                                   ,RS,CRUZ ALTA-RS                                      ,4306106,60 kg   ,3566.5,79.26,1169.63,25.99,880.56,19.57
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,TRIGO                                   ,11153,TODAS                                   ,RS,PASSO FUNDO-RS                                    ,4314100,60 kg   ,4661.88,81.79,1342.67,23.56,1724.65,30.26
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,TRIGO                                   ,11153,TODAS                                   ,RS,SÃO LUIZ GONZAGA-RS                               ,4318903,60 kg   ,4264.49,74.82,1328.11,23.3,923.81,16.21
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,TRIGO                                   ,11152,TODAS                                   ,SP,ITAPEVA-SP                                        ,3522406,60 kg   ,3603.44,61.77,1675.4,28.72,746.14,12.79
AGRICULTURA EMPRESARIAL                 ,2023,11,202311,TRITICALE                               ,11315,TODAS                                   ,PR,PONTA GROSSA-PR                                   ,4119905,60 kg   ,3132.03,53.69,1057.15,18.12,1878.24,32.2
AGRICULTURA EMPRESARIAL                 ,2024,1,202401,ALGODAO EM PLUMA                        ,11182,TODAS                                   ,BA,BARREIRAS-BA                                      ,2903201,15 kg   ,16556.38,138.53,1654.06,13.45,3048.83,24.79
AGRICULTURA EMPRESARIAL                 ,2024,1,202401,ALGODAO EM PLUMA                        ,11182,TODAS                                   ,GO,CRISTALINA-GO                                     ,5206206,15 kg   ,10886.03,91.59,993.83,7.89,876.98,6.96
AGRICULTURA EMPRESARIAL                 ,2024,1,202401,ALGODAO EM PLUMA                        ,11182,TODAS                                   ,MS,CHAPADÃO DO SUL-MS                                ,5002951,15 kg   ,12470.95,103.92,2945.23,24.54,1450.32,12.09
AGRICULTURA EMPRESARIAL                 ,2024,1,202401,ALGODAO EM PLUMA                        ,11182,TODAS                                   ,MT,CAMPO NOVO DO PARECIS-MT                          ,5102637,15 kg   ,13832.49,114.99,1203.32,9.78,1248.75,10.15
AGRICULTURA EMPRESARIAL                 ,2024,1,202401,ALGODAO EM PLUMA                        ,11182,TODAS                                   ,MT,CAMPO VERDE-MT                                    ,5102678,15 kg   ,10546.91,98.59,1826.45,16.6,2497.92,22.71
AGRICULTURA EMPRESARIAL                 ,2024,1,202401,ALGODAO EM PLUMA                        ,11182,TODAS                                   ,MT,SORRISO-MT                                        ,5107925,15 kg   ,12489.72,116.18,1270.97,11.55,1436.2,13.06
AGRICULTURA EMPRESARIAL                 ,2024,1,202401,ARROZ                                   ,4685,TODAS                                   ,MT,SORRISO-MT                                        ,5107925,60 kg   ,4803.94,88.69,2392.41,44.17,2968.15,54.8
AGRICULTURA EMPRESARIAL                 ,2024,1,202401,ARROZ                                   ,11159,TODAS                                   ,RS,CACHOEIRA DO SUL-RS                               ,4303004,50 kg   ,8189.99,54.6,4471.26,29.81,1359.33,9.06
AGRICULTURA EMPRESARIAL                 ,2024,1,202401,ARROZ                                   ,11159,TODAS                                   ,RS,PELOTAS-RS                                        ,4314407,50 kg   ,8567.1,53.54,4326.49,27.04,607.01,3.79
AGRICULTURA EMPRESARIAL                 ,2024,1,202401,ARROZ                                   ,11159,TODAS                                   ,RS,SANTO ANTÔNIO DA PATRULHA-RS                      ,4317608,50 kg   ,8732.92,58.22,4922.94,32.82,741.95,4.95
AGRICULTURA EMPRESARIAL                 ,2024,1,202401,ARROZ                                   ,4685,TODAS                                   ,TO,LAGOA DA CONFUSÃO-TO                              ,1711902,60 kg   ,5008.92,50.09,2078.11,20.78,159.58,1.6
AGRICULTURA EMPRESARIAL                 ,2024,1,202401,FEIJAO COMUM CORES                      ,8778,TODAS                                   ,GO,CRISTALINA-GO                                     ,5206206,60 kg   ,5177.51,139.93,809.43,21.88,793.53,21.45
AGRICULTURA EMPRESARIAL                 ,2024,1,202401,FEIJAO COMUM CORES                      ,8778,TODAS                                   ,MG,UNAÍ-MG                                           ,3170404,60 kg   ,7922.29,186.63,1198.445,28.335,806.58,19.245
AGRICULTURA EMPRESARIAL                 ,2024,1,202401,FEIJAO COMUM CORES                      ,8778,TODAS                                   ,MT,SORRISO-MT                                        ,5107925,60 kg   ,7897.01,168.02,2696.28,57.37,2225.08,47.34
AGRICULTURA EMPRESARIAL                 ,2024,1,202401,FEIJAO COMUM CORES                      ,8778,TODAS                                   ,PR,PONTA GROSSA-PR                                   ,4119905,60 kg   ,5166.33,134.77,1341.62,35.0,2033.8,53.06
AGRICULTURA EMPRESARIAL                 ,2024,1,202401,FEIJAO COMUM CORES                      ,8778,TODAS                                   ,SP,TAQUARITUBA-SP                                    ,3553807,60 kg   ,8412.7,183.55,2499.94,54.54,3731.46,81.41
AGRICULTURA EMPRESARIAL                 ,2024,1,202401,MILHO                                   ,4742,2ª SAFRA                                ,MA,BALSAS-MA                                         ,2101400,60 kg   ,2595.96,36.65,570.9,8.06,897.34,12.67
AGRICULTURA EMPRESARIAL                 ,2024,1,202401,MILHO                                   ,4742,2ª SAFRA                                ,MG,UNAÍ-MG                                           ,3170404,60 kg   ,4626.02,46.26,749.0,7.49,625.49,6.25
AGRICULTURA EMPRESARIAL                 ,2024,1,202401,MILHO                                   ,4742,2ª SAFRA                                ,MS,CHAPADÃO DO SUL-MS                                ,5002951,60 kg   ,3938.15,39.38,218.74,2.19,1195.24,11.95
AGRICULTURA EMPRESARIAL                 ,2024,1,202401,MILHO                                   ,4742,2ª SAFRA                                ,MS,DOURADOS-MS                                       ,5003702,60 kg   ,2934.74,34.53,585.79,6.89,1972.25,23.2
AGRICULTURA EMPRESARIAL                 ,2024,1,202401,MILHO                                   ,4742,2ª SAFRA                                ,MT,CAMPO NOVO DO PARECIS-MT                          ,5102637,60 kg   ,3340.48,33.4,1091.78,10.92,1295.36,12.95
AGRICULTURA EMPRESARIAL                 ,2024,1,202401,MILHO                                   ,4742,2ª SAFRA                                ,MT,CAMPO VERDE-MT                                    ,5102678,60 kg   ,3792.78,37.93,1090.63,10.91,2421.79,24.22
AGRICULTURA EMPRESARIAL                 ,2024,1,202401,MILHO                                   ,4742,2ª SAFRA                                ,MT,PRIMAVERA DO LESTE-MT                             ,5107040,60 kg   ,3470.9,34.71,549.8,5.5,1553.56,15.54
AGRICULTURA EMPRESARIAL                 ,2024,1,202401,MILHO                                   ,4742,2ª SAFRA                                ,MT,SORRISO-MT                                        ,5107925,60 kg   ,3853.78,32.11,466.26,3.89,285.55,2.38
AGRICULTURA EMPRESARIAL                 ,2024,1,202401,MILHO                                   ,4742,1ª SAFRA                                ,PI,URUÇUÍ-PI                                         ,2211209,60 kg   ,4933.28,35.24,821.87,5.87,858.59,6.13
AGRICULTURA EMPRESARIAL                 ,2024,1,202401,MILHO                                   ,4742,2ª SAFRA                                ,PR,LONDRINA-PR                                       ,4113700,60 kg   ,4521.07,47.59,1485.44,15.64,1522.29,16.02
AGRICULTURA EMPRESARIAL                 ,2024,1,202401,MILHO                                   ,4742,1ª SAFRA                                ,PR,PONTA GROSSA-PR                                   ,4119905,60 kg   ,8438.96,42.19,1703.64,8.52,1617.54,8.09
AGRICULTURA EMPRESARIAL                 ,2024,1,202401,MILHO                                   ,4742,2ª SAFRA                                ,PR,UBIRATÃ-PR                                        ,4128005,60 kg   ,5011.79,50.12,1174.5,11.75,3022.92,30.23
AGRICULTURA EMPRESARIAL                 ,2024,1,202401,MILHO                                   ,4742,1ª SAFRA                                ,RS,PASSO FUNDO-RS                                    ,4314100,60 kg   ,7820.35,48.88,1412.23,8.83,1666.67,10.42
AGRICULTURA EMPRESARIAL                 ,2024,1,202401,MILHO                                   ,4742,1ª SAFRA                                ,RS,SÃO LUIZ GONZAGA-RS                               ,4318903,60 kg   ,5552.4,41.8,1174.15,8.84,828.21,6.23
AGRICULTURA EMPRESARIAL                 ,2024,1,202401,MILHO                                   ,4742,2ª SAFRA                                ,TO,PEDRO AFONSO-TO                                   ,1716505,60 kg   ,3994.42,49.93,401.69,5.02,527.8,6.6
AGRICULTURA EMPRESARIAL                 ,2024,1,202401,SOJA                                    ,4744,TODAS                                   ,GO,CRISTALINA-GO                                     ,5206206,60 kg   ,3719.35,67.62,842.65,15.32,432.94,7.87
AGRICULTURA EMPRESARIAL                 ,2024,1,202401,SOJA                                    ,4744,TODAS                                   ,MA,BALSAS-MA                                         ,2101400,60 kg   ,3222.54,61.97,1307.23,25.14,978.27,18.81
AGRICULTURA EMPRESARIAL                 ,2024,1,202401,SOJA                                    ,4744,TODAS                                   ,MG,UNAÍ-MG                                           ,3170404,60 kg   ,4412.07,80.22,1001.36,18.21,637.74,11.6
AGRICULTURA EMPRESARIAL                 ,2024,1,202401,SOJA                                    ,4744,TODAS                                   ,MS,DOURADOS-MS                                       ,5003702,60 kg   ,4130.45,71.21,1107.76,19.1,2021.39,34.85
AGRICULTURA EMPRESARIAL                 ,2024,1,202401,SOJA                                    ,4744,TODAS                                   ,MT,CAMPO NOVO DO PARECIS-MT                          ,5102637,60 kg   ,4019.83,69.31,1127.58,19.44,1192.44,20.56
AGRICULTURA EMPRESARIAL                 ,2024,1,202401,SOJA                                    ,4744,TODAS                                   ,MT,PRIMAVERA DO LESTE-MT                             ,5107040,60 kg   ,4442.0,82.26,1038.27,19.23,942.95,17.46
AGRICULTURA EMPRESARIAL                 ,2024,1,202401,SOJA                                    ,4744,TODAS                                   ,MT,SORRISO-MT                                        ,5107925,60 kg   ,4858.2,80.97,634.8,10.58,1242.96,20.72
AGRICULTURA EMPRESARIAL                 ,2024,1,202401,SOJA                                    ,4744,TODAS                                   ,PI,URUÇUÍ-PI                                         ,2211209,60 kg   ,3219.16,58.53,838.41,15.24,873.13,15.88
AGRICULTURA EMPRESARIAL                 ,2024,1,202401,SOJA                                    ,4744,TODAS                                   ,PR,CAMPO MOURÃO-PR                                   ,4104303,60 kg   ,4179.26,65.99,1127.7,17.81,2083.04,32.89
AGRICULTURA EMPRESARIAL                 ,2024,1,202401,SOJA                                    ,4744,TODAS                                   ,PR,PONTA GROSSA-PR                                   ,4119905,60 kg   ,4436.46,70.05,810.67,12.8,2420.07,38.21
AGRICULTURA EMPRESARIAL                 ,2024,1,202401,SOJA                                    ,4744,TODAS                                   ,RS,CRUZ ALTA-RS                                      ,4306106,60 kg   ,4636.9,72.45,1305.37,20.4,873.88,13.65
AGRICULTURA EMPRESARIAL                 ,2024,1,202401,SOJA                                    ,4744,TODAS                                   ,RS,SÃO GABRIEL-RS                                    ,4318309,60 kg   ,2711.07,60.25,920.5,20.46,282.11,6.27
AGRICULTURA EMPRESARIAL                 ,2024,1,202401,SOJA                                    ,4744,TODAS                                   ,RS,SÃO LUIZ GONZAGA-RS                               ,4318903,60 kg   ,4477.49,77.2,1059.34,18.26,841.28,14.5
AGRICULTURA EMPRESARIAL                 ,2024,1,202401,SOJA                                    ,4744,TODAS                                   ,TO,PEDRO AFONSO-TO                                   ,1716505,60 kg   ,4059.56,84.57,1105.79,23.04,465.29,9.69
AGRICULTURA EMPRESARIAL                 ,2024,1,202401,SORGO GRANIFERO                         ,4745,TODAS                                   ,TO,PEDRO AFONSO-TO                                   ,1716505,60 kg   ,1584.23,48.75,400.04,12.31,490.41,15.09
AGRICULTURA EMPRESARIAL                 ,2024,1,202401,TRIGO                                   ,11238,TODAS                                   ,DF,BRASÍLIA-DF                                       ,5300108,60 kg   ,8825.56,73.55,2414.56,20.12,2561.55,21.35
AGRICULTURA EMPRESARIAL                 ,2024,1,202401,TRIGO                                   ,11153,TODAS                                   ,MG,SÃO GOTARDO-MG                                    ,3162104,60 kg   ,6780.87,79.77,1512.74,17.8,5341.16,62.84
AGRICULTURA EMPRESARIAL                 ,2024,1,202401,TRIGO                                   ,11153,TODAS                                   ,MS,LAGUNA CARAPÃ-MS                                  ,5005251,60 kg   ,2428.06,56.03,862.11,19.89,1296.01,29.91
AGRICULTURA EMPRESARIAL                 ,2024,1,202401,TRIGO                                   ,11153,TODAS                                   ,PR,CASCAVEL-PR                                       ,4104808,60 kg   ,3792.84,65.02,1284.35,22.02,2650.61,45.44
AGRICULTURA EMPRESARIAL                 ,2024,1,202401,TRIGO                                   ,11153,TODAS                                   ,PR,LONDRINA-PR                                       ,4113700,60 kg   ,3800.33,71.26,1274.3,23.89,1957.42,36.7
AGRICULTURA EMPRESARIAL                 ,2024,1,202401,TRIGO                                   ,11153,TODAS                                   ,PR,PONTA GROSSA-PR                                   ,4119905,60 kg   ,4437.88,76.08,887.97,15.22,2518.79,43.18
AGRICULTURA EMPRESARIAL                 ,2024,1,202401,TRIGO                                   ,11191,TODAS                                   ,PR,UBIRATÃ-PR                                        ,4128005,60 kg   ,3575.07,71.5,1920.41,38.41,3669.64,73.39
AGRICULTURA EMPRESARIAL                 ,2024,1,202401,TRIGO                                   ,11153,TODAS                                   ,RS,CRUZ ALTA-RS                                      ,4306106,60 kg   ,3506.72,77.93,1092.05,24.27,863.66,19.19
AGRICULTURA EMPRESARIAL                 ,2024,1,202401,TRIGO                                   ,11153,TODAS                                   ,RS,PASSO FUNDO-RS                                    ,4314100,60 kg   ,4418.79,77.52,1310.62,22.99,1696.25,29.76
AGRICULTURA EMPRESARIAL                 ,2024,1,202401,TRIGO                                   ,11153,TODAS                                   ,RS,SÃO LUIZ GONZAGA-RS                               ,4318903,60 kg   ,4244.93,74.47,1290.97,22.65,892.09,15.65
AGRICULTURA EMPRESARIAL                 ,2024,1,202401,TRIGO                                   ,11152,TODAS                                   ,SP,ITAPEVA-SP                                        ,3522406,60 kg   ,3602.83,61.76,1675.4,28.72,776.2,13.31
